"Sentence";"Word"
"How is it possible to do badly in a business where sales are bounding up by 20 % a year? Computer retailers know the answer.";"to bound up"
"So what could China do in a crunch? Most analysts dismiss the idea of an amphibious operation against Taiwan. Such an assault would dwarf D-day, and the Taiwan Strait, 215 kilometres across at its widest, is a far more treacherous body of water than the E";"to dwarf"
"China may then feel unable to back down. In past instances of sabre rattling- Korea in 1950, Vietnam in 1979- China has shown a propensity to ratchet up threatening rhetoric and actions to the point where it has felt compelled to resort to arms.";"sabre rattling"
"China may then feel unable to back down. In past instances of sabre rattling- Korea in 1950, Vietnam in 1979- China has shown a propensity to ratchet up threatening rhetoric and actions to the point where it has felt compelled to resort to arms.";"to back down"
"A more popular notion is that China�s war games are meant to send a political message to the Taiwanese. After Taiwan�s presidential election on March 23rd, the theory goes, the military posturing will subside and dialogue will resume.";"to resume"
"A more popular notion is that China�s war games are meant to send a political message to the Taiwanese. After Taiwan�s presidential election on March 23rd, the theory goes, the military posturing will subside and dialogue will resume.";"to subside"
"Arguably, part of the industry�s present plight is the result of computational power having briefly outstripped useful applications for it. A case in point is the reluctance of people to buy Microsoft�s new operating system, Windows 95.";"plight"
"Thailand�s generals had no stomach for a prolonged confrontation with the middle classes of Bangkok, who had the power to bring a relatively sophisticated economy to a halt. But in Myanmar the soldiers had no compunction about killing thousands of their c";"compunction"
"One of the government�s many mistakes in trying to implement its policies has been to fight too many battles at once.
But the result has been to produce an unmanageable coalescence of different grievances and fears. The  government is now belatedly tryin";"coalescence"
"Yet, though westerners can and should push China hard to respect human rights, they should reserve economic or trade sanctions for truly egregious offences.";"egregious"
"in the trhoes of war/disease/a crisis
Can people ever run out of new uses for computers? For a while, perhaps, but not for long. If anything, the computer is right now in the early throes of a new phase of its revolution, as it becomes more an instrument";"in the throes of...."
"Arguably, part of the industry�s present plight is the result of computational power having briefly outstripped useful applications for it. A case in point is the reluctance of people to buy Microsoft�s new operating system, Windows 95.";"to outstrip"
"The four years since Maastricht have served to point up not just how that gathering missed the point but also how popular support for further integration has waned.";"to wane"
"Among many animal species males are the seducing sex; females the sex that decides whether to be seduced. But a widespread pattern is that females flirt, men pounce. Among humans, this preserve is laced with rules, written or unwritten, and full of risks.";"to pounce"
"Second, the Union is woefully undemocratic. The obvious remedy, the European Parliament, seems unable to rectify matters and offers no evidence that the extra powers it constantly craves would help.";"woefully"
